Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,IncomeBand,SHAP_Age,SHAP_DailyRate,SHAP_DistanceFromHome,SHAP_Education,SHAP_EmployeeCount,SHAP_EmployeeNumber,SHAP_EnvironmentSatisfaction,SHAP_HourlyRate,SHAP_JobInvolvement,SHAP_JobLevel,SHAP_JobSatisfaction,SHAP_MonthlyIncome,SHAP_MonthlyRate,SHAP_NumCompaniesWorked,SHAP_OverTime,SHAP_PercentSalaryHike,SHAP_PerformanceRating,SHAP_RelationshipSatisfaction,SHAP_StandardHours,SHAP_StockOptionLevel,SHAP_TotalWorkingYears,SHAP_TrainingTimesLastYear,SHAP_WorkLifeBalance,SHAP_YearsAtCompany,SHAP_YearsInCurrentRole,SHAP_YearsSinceLastPromotion,SHAP_YearsWithCurrManager,SHAP_BusinessTravel_Travel_Frequently,SHAP_BusinessTravel_Travel_Rarely,SHAP_Department_Research & Development,SHAP_Department_Sales,SHAP_EducationField_Life Sciences,SHAP_EducationField_Marketing,SHAP_EducationField_Medical,SHAP_EducationField_Other,SHAP_EducationField_Technical Degree,SHAP_Gender_Male,SHAP_JobRole_Human Resources,SHAP_JobRole_Laboratory Technician,SHAP_JobRole_Manager,SHAP_JobRole_Manufacturing Director,SHAP_JobRole_Research Director,SHAP_JobRole_Research Scientist,SHAP_JobRole_Sales Executive,SHAP_JobRole_Sales Representative,SHAP_MaritalStatus_Married,SHAP_MaritalStatus_Single,SHAP_TenureBucket_10+,SHAP_TenureBucket_2-5,SHAP_TenureBucket_5-10,SHAP_SatisfactionLevel_Low,SHAP_SatisfactionLevel_Medium,SHAP_WorkloadIndex,SHAP_Cluster,SHAP_IncomeBand_Medium,SHAP_IncomeBand_High,SHAP_IncomeBand_Very High
34,No,Non-Travel,1065,Sales,23,4,Marketing,1,60,2,Male,72,3,2,Sales Executive,3,Single,4568,10034,0,Y,No,20,4,3,80,0,10,2,3,9,5,8,7,Medium,0.13566937800248755,0.1993201919381609,-0.016010495476916346,0.09809105213248943,0.0,0.06990610749859871,-0.1279251107645274,0.004845883564669047,-0.2125814114144195,0.21554800982101666,0.1160313117394257,0.03780841682447385,0.001265507767002294,-0.21531553389472113,-0.3422535153433911,0.09672263135722338,-0.01340172119081044,-0.049544054592665795,0.0,0.42903467497285147,0.4414743273030048,-0.03449613641969984,0.8314979271441428,-0.021868514345985437,0.05756928900139685,-0.14387474156101307,0.08323104227907714,-0.11573549831230627,-0.058520972273119407,-0.10892190855735566,-0.08723198865868163,0.02119262220190073,-0.01330135019986072,-0.12696195064667556,0.005034926701472951,-0.01585302632094916,-0.06584437257806852,-0.0014899820356991573,0.33711545383698965,-0.0006848827695574825,0.02856102685914129,0.005282928057538447,0.05059445268716383,-0.014430077527680201,-0.004683051709698416,0.12040772237854938,0.28598854156899617,-0.009183366219894025,-0.27371443560580816,0.031467435843413584,0.011505516280934713,-0.030122942271610022,0.018396375080865574,0.0007850128567203216,-0.23928876677287253,0.10731808826554708,-0.03483556544200732
37,No,Travel_Rarely,408,Research & Development,19,2,Life Sciences,1,61,2,Male,73,3,1,Research Scientist,2,Married,3022,10227,4,Y,No,21,4,1,80,0,8,1,3,1,0,0,0,Medium,0.015607981540109186,0.20368598302212015,-0.016010495476916346,-0.052818258840571224,0.0,0.06711953530086368,0.6973981844904878,-0.0036344126735017857,0.4126580339221087,0.21554800982101666,-0.44997508698947997,0.03780841682447385,0.0006710930934687252,-0.32804617991289975,0.7985915358012459,0.05834063478689664,-0.01340172119081044,-0.049544054592665795,0.0,0.42903467497285147,0.29704434018097486,0.10923776532904936,-0.6187891550840131,-0.021868514345985437,0.05756928900139685,-0.14387474156101307,0.08323104227907714,0.41033494856181313,0.14327548384108543,-0.10892190855735566,-0.08723198865868163,0.02119262220190073,-0.01330135019986072,-0.12696195064667556,0.005034926701472951,-0.01585302632094916,0.053872668472965145,-0.0014899820356991573,-0.06421246739752184,-0.0006848827695574825,0.02856102685914129,0.005282928057538447,-0.23048584001930192,-0.014430077527680201,-0.004683051709698416,0.12040772237854938,0.28598854156899617,-0.009183366219894025,-0.27371443560580816,0.031467435843413584,-0.014062297676697987,-0.030122942271610022,0.018396375080865574,0.0007850128567203216,0.09773766530159582,-0.23886929323621767,-0.03483556544200732
46,No,Travel_Frequently,1211,Sales,5,4,Marketing,1,62,1,Male,98,3,2,Sales Executive,4,Single,5772,20445,4,Y,Yes,21,4,3,80,0,14,4,3,9,6,0,8,High,0.015607981540109186,-0.19703127004128512,-0.416272882399825,-0.052818258840571224,0.0,-0.056208756805345,-0.1279251107645274,-0.008783163960962648,-0.2125814114144195,0.21554800982101666,-0.16697188762502713,0.03780841682447385,-0.00010518671934993382,0.46106834221435045,-0.3422535153433911,0.05834063478689664,-0.01340172119081044,-0.049544054592665795,0.0,-1.3586098040806966,0.24890101114029822,0.25297166707779856,-0.1353601276746278,-0.021868514345985437,0.05756928900139685,-0.14387474156101307,0.08323104227907714,-0.11573549831230627,-0.058520972273119407,-0.10892190855735566,-0.08723198865868163,0.02119262220190073,-0.01330135019986072,-0.12696195064667556,0.005034926701472951,-0.01585302632094916,-0.06584437257806852,-0.0014899820356991573,0.33711545383698965,-0.0006848827695574825,0.02856102685914129,0.005282928057538447,0.05059445268716383,-0.014430077527680201,-0.004683051709698416,0.12040772237854938,-0.13458284309129234,-0.009183366219894025,-0.27371443560580816,0.031467435843413584,-0.014062297676697987,0.12049176908644009,-0.008265038079809169,0.0007850128567203216,0.09773766530159582,0.10731808826554708,-0.03483556544200732
35,No,Travel_Rarely,1229,Research & Development,8,1,Life Sciences,1,63,4,Male,36,4,1,Laboratory Technician,4,Married,2269,4892,1,Y,No,19,3,4,80,0,1,2,3,1,0,0,1,Low,0.015607981540109186,0.15441491221743686,-0.016010495476916346,-0.052818258840571224,0.0,-0.04128711213360255,0.2847365368629802,-0.0075716930697953865,-0.2125814114144195,0.02811495780274129,-0.44997508698947997,0.03780841682447385,-0.0029662096922330773,-0.21531553389472113,-0.3422535153433911,-0.018423358353756854,-0.01340172119081044,-0.2972643275559945,0.0,0.42903467497285147,0.24890101114029822,0.25297166707779856,-0.1353601276746278,-0.021868514345985437,0.05756928900139685,-0.14387474156101307,0.08323104227907714,-0.11573549831230627,-0.058520972273119407,0.2211444810103888,0.21356797223332402,-0.03608473510053368,-0.01330135019986072,0.07781538910602696,0.005034926701472951,-0.01585302632094916,0.053872668472965145,-0.0014899820356991573,-0.06421246739752184,-0.0006848827695574825,0.02856102685914129,0.005282928057538447,0.05059445268716383,0.04830938998397285,-0.004683051709698416,0.12040772237854938,0.28598854156899617,-0.009183366219894025,0.14738469609543514,-0.06388843034874879,-0.014062297676697987,-0.030122942271610022,0.018396375080865574,0.0007850128567203216,0.09773766530159582,-0.23886929323621767,-0.03483556544200732
48,Yes,Travel_Rarely,626,Research & Development,1,2,Life Sciences,1,64,1,Male,98,2,3,Laboratory Technician,3,Single,5381,19294,9,Y,Yes,13,3,4,80,0,23,2,3,1,0,0,0,High,0.015607981540109186,0.11512279246180336,-0.016010495476916346,-0.0025151551828843355,0.0,0.046714635659384544,-0.540586758392035,0.003937280396293601,-0.2125814114144195,0.02811495780274129,0.39903451110387855,0.03780841682447385,-0.0011990599317460954,-0.32804617991289975,-0.3422535153433911,0.05834063478689664,-0.01340172119081044,0.4458964913339917,0.0,-0.7627283110628471,0.3451876692216515,0.10923776532904936,-0.1353601276746278,-0.021868514345985437,0.05756928900139685,-0.14387474156101307,0.08323104227907714,0.41033494856181313,0.14327548384108543,0.2211444810103888,0.21356797223332402,0.02119262220190073,-0.01330135019986072,-0.12696195064667556,0.005034926701472951,-0.01585302632094916,0.053872668472965145,-0.0014899820356991573,-0.06421246739752184,-0.0006848827695574825,0.02856102685914129,0.005282928057538447,0.05059445268716383,0.04830938998397285,-0.004683051709698416,-0.10677665946777021,-0.13458284309129234,-0.009183366219894025,-0.27371443560580816,0.031467435843413584,0.011505516280934713,-0.030122942271610022,0.018396375080865574,0.0007850128567203216,-0.23928876677287253,0.10731808826554708,-0.03483556544200732
28,Yes,Travel_Rarely,1434,Research & Development,5,4,Technical Degree,1,65,3,Male,50,3,1,Laboratory Technician,3,Single,3441,11179,1,Y,Yes,13,3,3,80,0,2,3,2,2,2,2,2,Medium,0.13566937800248755,-0.09256412624654523,-0.016010495476916346,-0.0025151551828843355,0.0,0.08635587240780876,-0.1279251107645274,0.0018172063367508928,-0.8378208567509478,0.21554800982101666,-0.44997508698947997,0.03780841682447385,0.004355605708837453,-0.32804617991289975,-0.3422535153433911,-0.09518735149441035,-0.01340172119081044,0.4458964913339917,0.0,-0.16684681804499782,0.20075768209962158,-0.03449613641969984,-0.1353601276746278,-0.021868514345985437,0.05756928900139685,0.3057338258171527,0.08323104227907714,0.41033494856181313,0.14327548384108543,-0.10892190855735566,-0.08723198865868163,0.02119262220190073,-0.01330135019986072,0.07781538910602696,-0.12083824083535083,-0.01585302632094916,0.053872668472965145,-0.0014899820356991573,0.33711545383698965,-0.0006848827695574825,0.02856102685914129,0.005282928057538447,0.05059445268716383,-0.014430077527680201,-0.004683051709698416,-0.10677665946777021,-0.13458284309129234,-0.009183366219894025,0.14738469609543514,-0.06388843034874879,-0.014062297676697987,-0.030122942271610022,0.018396375080865574,0.0007850128567203216,0.09773766530159582,0.10731808826554708,-0.03483556544200732
44,No,Travel_Rarely,1488,Sales,1,5,Marketing,1,68,2,Female,75,3,2,Sales Executive,1,Divorced,5454,4009,5,Y,Yes,21,4,3,80,1,9,2,2,4,3,1,3,High,0.015607981540109186,0.14162938118584184,-0.016010495476916346,0.04778794847480255,0.0,0.09741227177301551,0.6973981844904878,-0.00999463485212991,-0.2125814114144195,0.02811495780274129,-0.44997508698947997,0.03780841682447385,0.004956458086416512,-0.21531553389472113,-0.3422535153433911,0.17348662449787688,-0.01340172119081044,-0.049544054592665795,0.0,-0.16684681804499782,0.10447102401826831,0.25297166707779856,-0.1353601276746278,-0.021868514345985437,0.05756928900139685,-0.14387474156101307,-0.5570077444830547,-0.11573549831230627,-0.058520972273119407,0.2211444810103888,0.21356797223332402,-0.03608473510053368,-0.01330135019986072,0.07781538910602696,0.005034926701472951,-0.01585302632094916,-0.06584437257806852,-0.0014899820356991573,-0.06421246739752184,-0.0006848827695574825,0.02856102685914129,0.005282928057538447,0.05059445268716383,0.04830938998397285,-0.004683051709698416,-0.10677665946777021,-0.13458284309129234,-0.009183366219894025,0.14738469609543514,-0.06388843034874879,-0.014062297676697987,-0.030122942271610022,0.018396375080865574,0.0007850128567203216,0.09773766530159582,-0.23886929323621767,-0.03483556544200732
35,No,Non-Travel,1097,Research & Development,11,2,Medical,1,70,3,Male,79,2,3,Healthcare Representative,1,Married,9884,8302,2,Y,Yes,13,3,3,80,1,10,3,3,4,0,2,3,Very High,0.015607981540109186,-0.18798784565308374,0.784514278368901,-0.052818258840571224,0.0,0.05363612144085544,0.2847365368629802,-0.009388899406546278,0.4126580339221087,0.21554800982101666,-0.16697188762502713,0.03780841682447385,-0.005892146180908244,-0.32804617991289975,-0.3422535153433911,-0.28709733434604406,0.06543193287278042,0.4458964913339917,0.0,-0.7627283110628471,0.29704434018097486,-0.32196393991719824,-0.1353601276746278,-0.021868514345985437,0.05756928900139685,-0.14387474156101307,0.08323104227907714,-0.11573549831230627,-0.058520972273119407,0.2211444810103888,0.21356797223332402,-0.03608473510053368,-0.01330135019986072,0.07781538910602696,0.005034926701472951,-0.01585302632094916,-0.06584437257806852,-0.0014899820356991573,-0.06421246739752184,-0.0006848827695574825,0.02856102685914129,0.005282928057538447,0.05059445268716383,-0.014430077527680201,0.22946953377522236,-0.10677665946777021,-0.13458284309129234,-0.009183366219894025,-0.27371443560580816,0.031467435843413584,-0.014062297676697987,0.12049176908644009,0.018396375080865574,-0.00525354757958985,0.09773766530159582,0.10731808826554708,-0.03483556544200732
26,No,Travel_Rarely,1443,Sales,23,3,Marketing,1,72,3,Female,47,2,2,Sales Executive,4,Married,4157,21436,7,Y,Yes,19,3,3,80,1,5,2,2,2,2,0,0,Medium,0.015607981540109186,-0.14308256593235974,-0.416272882399825,-0.052818258840571224,0.0,-0.011803380493051206,-0.540586758392035,0.008177428515379018,-0.8378208567509478,0.21554800982101666,-0.16697188762502713,0.03780841682447385,0.001029995094004788,0.010145758141636058,-0.3422535153433911,0.09672263135722338,-0.01340172119081044,-0.049544054592665795,0.0,0.42903467497285147,0.24890101114029822,0.3967055688265478,-0.1353601276746278,-0.021868514345985437,0.05756928900139685,-0.14387474156101307,0.08323104227907714,-0.11573549831230627,-0.058520972273119407,-0.10892190855735566,-0.08723198865868163,-0.03608473510053368,-0.01330135019986072,0.07781538910602696,0.005034926701472951,-0.01585302632094916,-0.06584437257806852,-0.0014899820356991573,-0.06421246739752184,-0.0006848827695574825,0.02856102685914129,0.005282928057538447,-0.23048584001930192,-0.014430077527680201,-0.004683051709698416,0.12040772237854938,0.28598854156899617,-0.009183366219894025,0.14738469609543514,0.031467435843413584,-0.014062297676697987,0.12049176908644009,-0.0002666141316067465,0.0007850128567203216,0.09773766530159582,0.10731808826554708,-0.03483556544200732
33,No,Travel_Frequently,515,Research & Development,1,2,Life Sciences,1,73,1,Female,98,3,3,Research Director,4,Single,13458,15146,1,Y,Yes,12,3,3,80,0,15,1,3,15,14,8,12,Very High,0.015607981540109186,-0.13279177266302716,-0.016010495476916346,0.04778794847480255,0.0,-0.0217811067494573,-0.540586758392035,-0.003937280396293601,-0.8378208567509478,0.21554800982101666,-0.44997508698947997,0.03780841682447385,-5.9387819819642915e-06,0.010145758141636058,-0.3422535153433911,-0.0568053549240836,-0.01340172119081044,0.4458964913339917,0.0,0.42903467497285147,0.39333099826232815,0.10923776532904936,-0.1353601276746278,-0.021868514345985437,0.44136454901070915,-0.14387474156101307,0.7234698290412089,-0.11573549831230627,-0.058520972273119407,-0.10892190855735566,-0.08723198865868163,-0.03608473510053368,-0.01330135019986072,0.07781538910602696,0.005034926701472951,-0.01585302632094916,0.053872668472965145,-0.0014899820356991573,-0.06421246739752184,-0.0006848827695574825,0.02856102685914129,0.005282928057538447,-0.23048584001930192,-0.014430077527680201,-0.004683051709698416,0.12040772237854938,0.28598854156899617,-0.009183366219894025,0.14738469609543514,0.031467435843413584,-0.014062297676697987,-0.030122942271610022,0.005065668500528202,0.0007850128567203216,-0.23928876677287253,0.10731808826554708,-0.03483556544200732
35,No,Travel_Frequently,853,Sales,18,5,Life Sciences,1,74,2,Male,71,3,3,Sales Executive,1,Married,9069,11031,1,Y,No,22,4,4,80,1,9,3,2,9,8,1,8,Very High,0.015607981540109186,0.1550385966580025,-0.016010495476916346,-0.0025151551828843355,0.0,-0.03202850128306356,0.2847365368629802,-0.0024229417823345236,-0.2125814114144195,-0.3467511462338094,-0.16697188762502713,-0.1512336672978954,-0.0027591302121031517,0.46106834221435045,-0.3422535153433911,0.01995863821656989,-0.01340172119081044,-0.049544054592665795,0.0,0.42903467497285147,-0.4732489244698514,-0.03449613641969984,-0.1353601276746278,0.29053883345380643,0.05756928900139685,-0.14387474156101307,-1.1972465312451865,-0.11573549831230627,-0.058520972273119407,-0.10892190855735566,-0.08723198865868163,-0.03608473510053368,-0.01330135019986072,0.07781538910602696,0.005034926701472951,-0.01585302632094916,-0.06584437257806852,-0.0014899820356991573,-0.06421246739752184,-0.0006848827695574825,-0.14994539101049176,0.005282928057538447,0.05059445268716383,-0.014430077527680201,-0.004683051709698416,0.12040772237854938,0.28598854156899617,0.04821267265444363,0.14738469609543514,0.031467435843413584,-0.014062297676697987,0.12049176908644009,-0.0029327554476742206,0.0068235732930304925,0.09773766530159582,0.10731808826554708,0.09914737856571314
35,No,Travel_Rarely,1142,Research & Development,23,4,Medical,1,75,3,Female,30,3,1,Laboratory Technician,1,Married,4014,16002,3,Y,Yes,15,3,3,80,1,4,3,3,2,2,2,2,Medium,0.015607981540109186,0.08019646379012912,0.3842518914459923,-0.0025151551828843355,0.0,-0.07032139664548695,0.2847365368629802,-0.0012114708911672618,1.0378974792586368,0.02811495780274129,-0.16697188762502713,0.03780841682447385,-0.005132497103540434,0.010145758141636058,0.7985915358012459,0.17348662449787688,-0.01340172119081044,-0.049544054592665795,0.0,-0.16684681804499782,0.39333099826232815,0.10923776532904936,-0.1353601276746278,-0.021868514345985437,0.05756928900139685,-0.14387474156101307,0.08323104227907714,-0.11573549831230627,-0.058520972273119407,0.2211444810103888,0.21356797223332402,-0.03608473510053368,-0.01330135019986072,0.07781538910602696,0.005034926701472951,-0.01585302632094916,-0.06584437257806852,-0.0014899820356991573,-0.06421246739752184,-0.0006848827695574825,0.02856102685914129,0.005282928057538447,0.05059445268716383,0.04830938998397285,-0.004683051709698416,-0.10677665946777021,-0.13458284309129234,-0.009183366219894025,0.14738469609543514,0.031467435843413584,-0.014062297676697987,0.12049176908644009,0.007731809816595676,0.0007850128567203216,-0.23928876677287253,0.10731808826554708,-0.03483556544200732
31,No,Travel_Rarely,655,Research & Development,7,4,Life Sciences,1,76,4,Male,48,3,2,Laboratory Technician,4,Divorced,5915,9528,3,Y,No,22,4,4,80,1,10,3,2,7,7,1,7,High,0.015607981540109186,0.04433460845760647,0.784514278368901,-0.0025151551828843355,0.0,-0.014769731542253018,0.2847365368629802,0.00030286772279181545,-0.2125814114144195,0.02811495780274129,-0.16697188762502713,0.03780841682447385,-0.005540754835091919,0.12287640415981466,-0.3422535153433911,0.13510462792755012,-0.01340172119081044,0.4458964913339917,0.0,-0.16684681804499782,0.056327694977591665,-0.03449613641969984,0.3480688997347575,-0.021868514345985437,0.05756928900139685,-0.14387474156101307,0.08323104227907714,-0.11573549831230627,-0.058520972273119407,-0.10892190855735566,-0.08723198865868163,0.02119262220190073,-0.01330135019986072,-0.12696195064667556,0.005034926701472951,-0.01585302632094916,-0.06584437257806852,-0.0014899820356991573,-0.06421246739752184,-0.0006848827695574825,0.02856102685914129,0.005282928057538447,0.05059445268716383,-0.014430077527680201,-0.004683051709698416,-0.10677665946777021,-0.13458284309129234,-0.009183366219894025,0.14738469609543514,-0.06388843034874879,-0.014062297676697987,0.12049176908644009,0.0023995271844607278,0.0007850128567203216,-0.23928876677287253,0.10731808826554708,-0.03483556544200732
37,No,Travel_Rarely,1115,Research & Development,1,4,Life Sciences,1,77,1,Male,51,2,2,Manufacturing Director,3,Divorced,5993,2689,1,Y,No,18,3,3,80,1,7,2,4,7,5,0,7,High,-0.22451481138464754,0.14755438337121515,-0.016010495476916346,-0.0025151551828843355,0.0,0.026669293720838965,-0.1279251107645274,0.005754486733044494,0.4126580339221087,0.02811495780274129,-0.44997508698947997,0.03780841682447385,-0.0006808247560841571,0.23560705017799327,-0.3422535153433911,-0.0568053549240836,-0.01340172119081044,-0.2972643275559945,0.0,0.42903467497285147,-0.03995896310376162,0.10923776532904936,-0.1353601276746278,-0.021868514345985437,0.05756928900139685,-0.14387474156101307,0.08323104227907714,-0.11573549831230627,-0.058520972273119407,0.2211444810103888,0.21356797223332402,-0.03608473510053368,-0.01330135019986072,0.07781538910602696,0.005034926701472951,-0.01585302632094916,-0.06584437257806852,-0.0014899820356991573,-0.06421246739752184,-0.0006848827695574825,0.02856102685914129,0.005282928057538447,0.05059445268716383,0.04830938998397285,-0.004683051709698416,0.12040772237854938,0.28598854156899617,-0.009183366219894025,0.14738469609543514,-0.06388843034874879,-0.014062297676697987,-0.030122942271610022,-0.010931179395876643,0.0007850128567203216,0.09773766530159582,-0.23886929323621767,-0.03483556544200732
32,No,Travel_Rarely,427,Research & Development,1,3,Medical,1,78,1,Male,33,3,2,Manufacturing Director,4,Married,6162,10877,1,Y,Yes,22,4,2,80,1,9,3,3,9,8,7,8,High,0.015607981540109186,0.06179777279344359,-0.016010495476916346,-0.10312136249825811,0.0,0.04392806346164951,-0.540586758392035,-0.009086031683754464,-0.2125814114144195,0.02811495780274129,-0.44997508698947997,0.03780841682447385,-0.004357290241396024,0.12287640415981466,-0.3422535153433911,0.13510462792755012,-0.01340172119081044,-0.049544054592665795,0.0,-0.16684681804499782,0.24890101114029822,-0.03449613641969984,0.3480688997347575,-0.021868514345985437,0.05756928900139685,-0.14387474156101307,0.08323104227907714,-0.11573549831230627,-0.058520972273119407,0.2211444810103888,0.21356797223332402,0.02119262220190073,0.13449142979859172,0.07781538910602696,0.005034926701472951,-0.01585302632094916,0.053872668472965145,-0.0014899820356991573,-0.06421246739752184,-0.0006848827695574825,0.02856102685914129,0.005282928057538447,0.05059445268716383,0.04830938998397285,-0.004683051709698416,-0.10677665946777021,-0.13458284309129234,-0.009183366219894025,-0.27371443560580816,0.031467435843413584,-0.014062297676697987,-0.030122942271610022,0.0023995271844607278,0.0007850128567203216,0.09773766530159582,0.10731808826554708,0.09914737856571314
38,No,Travel_Frequently,653,Research & Development,29,5,Life Sciences,1,79,4,Female,50,3,2,Laboratory Technician,4,Single,2406,5456,1,Y,No,11,3,4,80,0,10,2,3,10,3,9,9,Low,0.015607981540109186,0.1659530743679007,0.3842518914459923,-0.0025151551828843355,0.0,0.06658019874646334,0.2847365368629802,-0.0036344126735017857,-0.8378208567509478,0.21554800982101666,0.1160313117394257,0.03780841682447385,0.0008497393807310703,-0.21531553389472113,-0.3422535153433911,-0.09518735149441035,-0.01340172119081044,-0.2972643275559945,0.0,-1.3586098040806966,-0.08810229214443825,-0.4656978416659474,-0.1353601276746278,0.1343351595539105,-0.3262259710079155,-0.14387474156101307,-1.1972465312451865,-0.11573549831230627,-0.058520972273119407,-0.10892190855735566,-0.08723198865868163,0.02119262220190073,-0.01330135019986072,-0.12696195064667556,0.005034926701472951,-0.01585302632094916,0.053872668472965145,-0.0014899820356991573,0.33711545383698965,-0.0006848827695574825,0.02856102685914129,0.005282928057538447,0.05059445268716383,-0.014430077527680201,-0.004683051709698416,-0.10677665946777021,-0.13458284309129234,0.04821267265444363,0.14738469609543514,0.031467435843413584,0.011505516280934713,-0.030122942271610022,0.018396375080865574,0.0068235732930304925,0.09773766530159582,0.10731808826554708,-0.03483556544200732
50,No,Travel_Rarely,989,Research & Development,7,2,Medical,1,80,2,Female,43,2,5,Research Director,3,Divorced,18740,16701,5,Y,Yes,12,3,4,80,1,29,2,2,27,3,13,8,Very High,0.13566937800248755,-0.029571997749418474,-0.016010495476916346,-0.0025151551828843355,0.0,-0.06268079545814895,-0.540586758392035,-0.009691767129338094,-0.2125814114144195,0.21554800982101666,0.1160313117394257,0.03780841682447385,0.0018454376064335107,-0.21531553389472113,-0.3422535153433911,-0.018423358353756854,-0.01340172119081044,-0.2972643275559945,0.0,0.42903467497285147,0.24890101114029822,0.10923776532904936,0.3480688997347575,-0.021868514345985437,0.05756928900139685,-0.14387474156101307,0.08323104227907714,-0.11573549831230627,-0.058520972273119407,-0.10892190855735566,-0.08723198865868163,0.02119262220190073,-0.01330135019986072,-0.12696195064667556,0.005034926701472951,-0.01585302632094916,-0.06584437257806852,-0.0014899820356991573,-0.06421246739752184,-0.0006848827695574825,0.02856102685914129,0.005282928057538447,-0.23048584001930192,-0.014430077527680201,-0.004683051709698416,0.12040772237854938,0.28598854156899617,-0.009183366219894025,0.14738469609543514,-0.06388843034874879,0.011505516280934713,-0.030122942271610022,0.018396375080865574,0.0007850128567203216,0.09773766530159582,0.10731808826554708,-0.03483556544200732
59,No,Travel_Rarely,1435,Sales,25,3,Life Sciences,1,81,1,Female,99,3,3,Sales Executive,1,Single,7637,2354,7,Y,No,11,3,4,80,0,28,3,2,21,16,7,9,High,0.015607981540109186,0.14225306562640744,-0.016010495476916346,-0.0025151551828843355,0.0,0.076917482705803,0.6973981844904878,0.004543015841877232,-0.2125814114144195,0.21554800982101666,-0.16697188762502713,0.03780841682447385,-0.005234427417594024,0.12287640415981466,-0.3422535153433911,0.09672263135722338,-0.01340172119081044,-0.049544054592665795,0.0,0.42903467497285147,0.24890101114029822,0.10923776532904936,0.3480688997347575,-0.021868514345985437,0.05756928900139685,-0.14387474156101307,0.08323104227907714,-0.11573549831230627,0.14327548384108543,-0.10892190855735566,-0.08723198865868163,-0.03608473510053368,-0.01330135019986072,0.07781538910602696,0.005034926701472951,-0.01585302632094916,0.053872668472965145,-0.0014899820356991573,-0.06421246739752184,-0.0006848827695574825,0.02856102685914129,0.005282928057538447,-0.23048584001930192,-0.014430077527680201,-0.004683051709698416,0.12040772237854938,0.28598854156899617,-0.009183366219894025,-0.27371443560580816,0.031467435843413584,-0.014062297676697987,0.12049176908644009,-0.0002666141316067465,0.0007850128567203216,0.09773766530159582,0.10731808826554708,-0.03483556544200732
36,No,Travel_Rarely,1223,Research & Development,8,3,Technical Degree,1,83,3,Female,59,3,3,Healthcare Representative,3,Divorced,10096,8202,1,Y,No,13,3,2,80,3,17,2,3,17,14,12,8,Very High,0.015607981540109186,0.05337803284580783,-0.016010495476916346,-0.0025151551828843355,0.0,0.09983928626781699,0.2847365368629802,-0.004543015841877232,-0.8378208567509478,0.02811495780274129,-0.16697188762502713,0.03780841682447385,0.0026785838049873307,-0.10258488787654255,-0.3422535153433911,0.13510462792755012,-0.01340172119081044,0.4458964913339917,0.0,0.42903467497285147,0.29704434018097486,-0.03449613641969984,-0.6187891550840131,-0.021868514345985437,0.05756928900139685,-0.14387474156101307,0.08323104227907714,-0.11573549831230627,-0.058520972273119407,-0.10892190855735566,-0.08723198865868163,0.02119262220190073,-0.01330135019986072,-0.12696195064667556,0.005034926701472951,-0.01585302632094916,0.053872668472965145,-0.0014899820356991573,0.33711545383698965,-0.0006848827695574825,0.02856102685914129,0.005282928057538447,0.05059445268716383,-0.014430077527680201,-0.004683051709698416,-0.10677665946777021,-0.13458284309129234,-0.009183366219894025,-0.27371443560580816,0.031467435843413584,-0.014062297676697987,0.12049176908644009,0.01039795113266315,0.0007850128567203216,-0.23928876677287253,0.10731808826554708,-0.03483556544200732
55,No,Travel_Rarely,836,Research & Development,8,3,Medical,1,84,4,Female,33,3,4,Manager,3,Divorced,14756,19730,2,Y,Yes,14,3,3,80,3,21,2,3,5,0,0,2,Very High,0.015607981540109186,-0.13715756374698643,-0.016010495476916346,0.04778794847480255,0.0,0.07520958361686862,-0.1279251107645274,-0.00666308990141994,-0.2125814114144195,0.02811495780274129,0.1160313117394257,0.03780841682447385,0.0012816020271160188,-0.10258488787654255,-0.3422535153433911,0.09672263135722338,-0.01340172119081044,-0.049544054592665795,0.0,0.42903467497285147,-0.32881893734782147,-0.17823003816844904,0.3480688997347575,-0.021868514345985437,0.44136454901070915,-0.14387474156101307,0.08323104227907714,-0.11573549831230627,-0.058520972273119407,0.2211444810103888,-0.08723198865868163,0.02119262220190073,-0.01330135019986072,0.07781538910602696,-0.12083824083535083,-0.01585302632094916,0.053872668472965145,0.03575956885677977,-0.06421246739752184,-0.0006848827695574825,0.02856102685914129,0.005282928057538447,0.05059445268716383,-0.014430077527680201,-0.004683051709698416,0.12040772237854938,-0.13458284309129234,-0.009183366219894025,0.14738469609543514,-0.06388843034874879,0.011505516280934713,-0.030122942271610022,-0.008265038079809169,0.0007850128567203216,-0.23928876677287253,0.10731808826554708,-0.03483556544200732
